word,V.Mean.Sum,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
gatekeeper,5.4,4,8,-6,10,7.8734,0.943800695,2.478635574,-4.916642526
strengthen,7.21,5,7,-4,10,7.7437,1.943800695,1.478635574,-2.916642526
weatherman,4.63,5,9,-4,10,7.439,1.943800695,3.478635574,-2.916642526
debriefing,5.05,4,7,-4,10,6.206,0.943800695,1.478635574,-2.916642526
escalating,4.76,4,9,-4,10,6.6956,0.943800695,3.478635574,-2.916642526
reschedule,3.72,4,8,-4,10,7.0332,0.943800695,2.478635574,-2.916642526
battleship,4.43,3,8,-2,10,6.5814,-0.056199305,2.478635574,-0.916642526
defamation,2.9,3,8,-2,10,6.8201,-0.056199305,2.478635574,-0.916642526
escalation,4.82,3,9,-2,10,7.2448,-0.056199305,3.478635574,-0.916642526
evacuation,4.23,3,9,-2,10,6.5832,-0.056199305,3.478635574,-0.916642526
graduation,6.47,3,8,-2,10,6.1625,-0.056199305,2.478635574,-0.916642526
revelation,5.94,3,9,-2,10,7.4839,-0.056199305,3.478635574,-0.916642526
adventurer,7,4,9,-6,10,6.9339,0.943800695,3.478635574,-4.916642526
freelancer,5.89,4,6,-6,10,7.4031,0.943800695,0.478635574,-4.916642526
retrospect,5.76,4,7,-6,10,7.4035,0.943800695,1.478635574,-4.916642526
watchtower,4.67,4,9,-6,10,6.6071,0.943800695,3.478635574,-4.916642526
debauchery,4.21,5,8,-4,10,5.8911,1.943800695,2.478635574,-2.916642526
straighten,6.26,5,8,-4,10,7.3119,1.943800695,2.478635574,-2.916642526
wavelength,6.05,5,8,-4,10,6.4848,1.943800695,2.478635574,-2.916642526
earthquake,3.05,6,8,-4,10,6.65,2.943800695,2.478635574,-2.916642526
resentment,3,6,9,-4,10,8.4436,2.943800695,3.478635574,-2.916642526
settlement,5.67,6,8,-4,10,8.4781,2.943800695,2.478635574,-2.916642526
testicular,3.89,4,9,-4,10,6.7826,0.943800695,3.478635574,-2.916642526
adrenaline,6.61,4,9,-2,10,7.6467,0.943800695,3.478635574,-0.916642526
gratifying,6.65,4,8,-2,10,5.2123,0.943800695,2.478635574,-0.916642526
terrifying,2.63,4,8,-2,10,6.063,0.943800695,2.478635574,-0.916642526
reasonable,6.84,4,9,-4,10,7.3825,0.943800695,3.478635574,-2.916642526
abstinence,3.43,4,8,-4,10,7.3692,0.943800695,2.478635574,-2.916642526
excellence,7.87,4,6,-4,10,7.1321,0.943800695,0.478635574,-2.916642526
fertilizer,4.45,2,8,-4,10,6.6693,-1.056199305,2.478635574,-2.916642526
stabilizer,5.67,2,9,-4,10,6.1762,-1.056199305,3.478635574,-2.916642526
stationary,5.45,3,9,-2,10,6.9956,-0.056199305,3.478635574,-0.916642526
stationery,5.6,3,9,-2,10,7.4491,-0.056199305,3.478635574,-0.916642526
astronomer,5.59,2,8,-2,10,7.2395,-1.056199305,2.478635574,-0.916642526
greenhouse,6.4,2,6,-2,10,7.5543,-1.056199305,0.478635574,-0.916642526
steakhouse,6.94,2,9,-2,10,7.2412,-1.056199305,3.478635574,-0.916642526
seamstress,5.6,2,7,-8,10,7.6328,-1.056199305,1.478635574,-6.916642526
granddaddy,7,3,6,-6,10,5.0071,-0.056199305,0.478635574,-4.916642526
affordable,7.52,4,8,-6,10,5.6756,0.943800695,2.478635574,-4.916642526
grandstand,4.9,4,8,-6,10,6.1723,0.943800695,2.478635574,-4.916642526
basketball,5.67,3,7,-4,10,5.6225,-0.056199305,1.478635574,-2.916642526
respectful,7.45,3,7,-4,10,6.0496,-0.056199305,1.478635574,-2.916642526
assistance,5.82,4,7,-6,10,7.357,0.943800695,1.478635574,-4.916642526
decorative,7.52,4,7,-6,10,7.11,0.943800695,1.478635574,-4.916642526
derivative,4.7,4,8,-6,10,6.8755,0.943800695,2.478635574,-4.916642526
reflective,5.57,4,8,-6,10,7.0128,0.943800695,2.478635574,-4.916642526
resistance,3.74,4,8,-6,10,7.7765,0.943800695,2.478635574,-4.916642526
respective,5.9,4,8,-6,10,7.2131,0.943800695,2.478635574,-4.916642526
stepfather,3.72,4,9,-6,10,7.4248,0.943800695,3.478635574,-4.916642526
derogatory,2.7,5,8,-4,10,6.5155,1.943800695,2.478635574,-2.916642526
trajectory,4.89,5,7,-4,10,6.3371,1.943800695,1.478635574,-2.916642526
grapefruit,5.77,4,7,-4,10,5.7795,0.943800695,1.478635574,-2.916642526
transcript,5.24,4,8,-4,10,6.3006,0.943800695,2.478635574,-2.916642526
accusation,3.38,3,8,-2,10,6.1261,-0.056199305,2.478635574,-0.916642526
activation,6.14,3,9,-2,10,6.6394,-0.056199305,3.478635574,-0.916642526
adaptation,5.82,3,9,-2,10,7.0017,-0.056199305,3.478635574,-0.916642526
dealership,5.15,3,8,-2,10,6.9152,-0.056199305,2.478635574,-0.916642526
decoration,6.71,3,7,-2,10,7.1676,-0.056199305,1.478635574,-0.916642526
dedication,7.38,3,7,-2,10,6.9401,-0.056199305,1.478635574,-0.916642526
recitation,4.55,3,8,-2,10,7.5938,-0.056199305,2.478635574,-0.916642526
reelection,5.35,3,7,-2,10,8.1178,-0.056199305,1.478635574,-0.916642526
reflection,5.7,3,8,-2,10,7.0704,-0.056199305,2.478635574,-0.916642526
saturation,4.42,3,9,-2,10,7.074,-0.056199305,3.478635574,-0.916642526
standstill,4.74,3,8,-2,10,6.4951,-0.056199305,2.478635574,-0.916642526
effortless,7.1,4,6,-6,10,6.9089,0.943800695,0.478635574,-4.916642526
accidental,3.46,5,7,-4,10,6.5649,1.943800695,1.478635574,-2.916642526
structural,5.6,5,8,-4,10,5.6903,1.943800695,2.478635574,-2.916642526
advisement,4.55,6,9,-4,10,7.0306,2.943800695,3.478635574,-2.916642526
assortment,5.64,6,7,-4,10,7.4284,2.943800695,1.478635574,-2.916642526
deductible,4.71,6,7,-4,10,6.0989,2.943800695,1.478635574,-2.916642526
excitement,7.62,6,9,-4,10,7.5271,2.943800695,3.478635574,-2.916642526
fatherland,5.1,6,9,-4,10,6.7428,2.943800695,3.478635574,-2.916642526
retirement,6.6,6,9,-4,10,8.4313,2.943800695,3.478635574,-2.916642526
vernacular,5.35,4,9,-4,10,5.8302,0.943800695,3.478635574,-2.916642526
tablecloth,5.33,5,7,-2,10,6.4906,1.943800695,1.478635574,-0.916642526
background,5.05,4,7,-2,10,4.2482,0.943800695,1.478635574,-0.916642526
fatherhood,6.77,4,8,-2,10,6.9595,0.943800695,2.478635574,-0.916642526
grandchild,7,4,7,-2,10,5.1291,0.943800695,1.478635574,-0.916642526
satisfying,7.48,4,9,-2,10,5.6775,0.943800695,3.478635574,-0.916642526
scandalous,3.32,4,8,-2,10,5.7062,0.943800695,2.478635574,-0.916642526
babysitter,6.55,4,8,-6,10,6.3219,0.943800695,2.478635574,-4.916642526
designated,5.1,4,7,-6,10,7.319,0.943800695,1.478635574,-4.916642526
transistor,4.71,6,8,-4,10,7.2129,2.943800695,2.478635574,-2.916642526
translator,5.05,6,8,-4,10,7.1028,2.943800695,2.478635574,-2.916642526
artificial,3.86,7,8,-2,10,6.131,3.943800695,2.478635574,-0.916642526
deficiency,2.74,7,8,-2,10,6.0104,3.943800695,2.478635574,-0.916642526
efficiency,6.74,7,8,-2,10,5.8079,3.943800695,2.478635574,-0.916642526
favoritism,4.81,7,9,-2,10,5.6588,3.943800695,3.478635574,-0.916642526
despairing,3,6,8,-2,10,6.2061,2.943800695,2.478635574,-0.916642526
traitorous,2.32,6,8,-2,10,6.9318,2.943800695,2.478635574,-0.916642526
tremendous,7,6,8,-2,10,7.0447,2.943800695,2.478635574,-0.916642526
articulate,6.55,4,8,-4,10,6.9666,0.943800695,2.478635574,-2.916642526
assignment,5.39,6,7,-2,10,6.7464,2.943800695,1.478635574,-0.916642526
transplant,4.6,6,8,-2,10,6.6212,2.943800695,2.478635574,-0.916642526
bewildered,4.32,2,7,-6,10,6.7442,-1.056199305,1.478635574,-4.916642526
striptease,5.32,2,8,-6,10,7.9219,-1.056199305,2.478635574,-4.916642526
despicable,2.76,4,8,-4,10,6.1345,0.943800695,2.478635574,-2.916642526
respirator,3.11,4,9,-4,10,7.0615,0.943800695,3.478635574,-2.916642526
brainstorm,6.57,5,8,-2,10,6.0644,1.943800695,2.478635574,-0.916642526
redundancy,3.86,5,7,-2,10,5.6374,1.943800695,1.478635574,-0.916642526
reconsider,5.74,4,7,-4,10,7.1962,0.943800695,1.478635574,-2.916642526
reciprocal,4.95,5,8,-2,10,5.8834,1.943800695,2.478635574,-0.916642526
regimental,5.1,5,9,-2,10,7.0775,1.943800695,3.478635574,-0.916642526
refinement,6.05,6,9,-2,10,7.8247,2.943800695,3.478635574,-0.916642526
secondhand,5.53,6,8,-2,10,6.5583,2.943800695,2.478635574,-0.916642526
decompress,4.43,2,6,-4,10,6.2922,-1.056199305,0.478635574,-2.916642526
facilitate,4.63,2,9,-4,10,7.0115,-1.056199305,3.478635574,-2.916642526
accountant,5.19,4,7,-2,10,6.3773,0.943800695,1.478635574,-0.916642526
despondent,3.81,4,7,-2,10,7.2227,0.943800695,1.478635574,-0.916642526
terminator,5.43,4,9,-2,10,7.4583,0.943800695,3.478635574,-0.916642526
astonished,6.42,4,8,-2,10,7.4148,0.943800695,2.478635574,-0.916642526
definitive,5.57,4,8,-2,10,6.9566,0.943800695,2.478635574,-0.916642526
responsive,6.1,4,9,-2,10,6.8174,0.943800695,3.478635574,-0.916642526
stepmother,3.67,4,9,-2,10,7.3766,0.943800695,3.478635574,-0.916642526
frustrated,2.55,2,6,-8,10,6.6521,-1.056199305,0.478635574,-6.916642526
expressway,4.55,3,7,-6,10,5.8625,-0.056199305,1.478635574,-4.916642526
wristwatch,5.63,3,9,-6,10,5.9155,-0.056199305,3.478635574,-4.916642526
benefactor,6,4,9,-6,10,6.9372,0.943800695,3.478635574,-4.916642526
broadsword,5.24,4,7,-6,10,5.384,0.943800695,1.478635574,-4.916642526
depressive,2.64,4,7,-6,10,7.0873,0.943800695,1.478635574,-4.916642526
expressive,5.95,4,8,-6,10,6.677,0.943800695,2.478635574,-4.916642526
equestrian,5.71,5,8,-4,10,7.1509,1.943800695,2.478635574,-2.916642526
expectancy,6.32,5,8,-4,10,5.8993,1.943800695,2.478635574,-2.916642526
centerfold,4.89,4,6,-4,10,6.7991,0.943800695,0.478635574,-2.916642526
depressing,2.48,4,7,-4,10,6.5957,0.943800695,1.478635574,-2.916642526
rendezvous,6.3,4,8,-4,10,6.0037,0.943800695,2.478635574,-2.916642526
storefront,5.76,4,8,-4,10,7.3106,0.943800695,2.478635574,-2.916642526
tenderfoot,4.26,4,6,-4,10,7.7747,0.943800695,0.478635574,-2.916642526
bridegroom,6.1,3,5,-2,10,5.6822,-0.056199305,-0.521364426,-0.916642526
delegation,5.2,3,8,-2,10,7.4142,-0.056199305,2.478635574,-0.916642526
depression,2.44,3,7,-2,10,7.1449,-0.056199305,1.478635574,-0.916642526
expression,6.15,3,8,-2,10,6.7346,-0.056199305,2.478635574,-0.916642526
generation,6.08,3,9,-2,10,7.86,-0.056199305,3.478635574,-0.916642526
relaxation,8,3,9,-2,10,6.9476,-0.056199305,3.478635574,-0.916642526
repression,2.81,3,8,-2,10,7.3183,-0.056199305,2.478635574,-0.916642526
separation,3.05,3,9,-2,10,7.3557,-0.056199305,3.478635574,-0.916642526
scoreboard,5.4,4,9,-6,10,6.2711,0.943800695,3.478635574,-4.916642526
tenderness,6.89,4,7,-6,10,8.3554,0.943800695,1.478635574,-4.916642526
bridesmaid,6.19,6,7,-4,10,5.9519,2.943800695,1.478635574,-2.916642526
department,5.33,6,7,-4,10,7.3007,2.943800695,1.478635574,-2.916642526
reorganize,5.67,4,8,-4,10,6.8856,0.943800695,2.478635574,-2.916642526
repertoire,5.47,4,8,-4,10,8.1525,0.943800695,2.478635574,-2.916642526
geographic,6.21,4,8,-2,10,5.6164,0.943800695,2.478635574,-0.916642526
aristocrat,4.28,4,9,-6,10,7.0002,0.943800695,3.478635574,-4.916642526
remarkable,7.18,6,9,-4,10,6.2407,2.943800695,3.478635574,-2.916642526
sauerkraut,5.5,6,9,-4,10,6.2681,2.943800695,3.478635574,-2.916642526
experience,6.89,6,8,-4,10,7.5371,2.943800695,2.478635574,-2.916642526
repetitive,4.05,6,9,-4,10,7.9044,2.943800695,3.478635574,-2.916642526
beneficial,6.61,7,9,-2,10,6.4779,3.943800695,3.478635574,-0.916642526
generosity,7.55,7,9,-2,10,7.1985,3.943800695,3.478635574,-0.916642526
relativity,5.8,7,9,-2,10,6.5877,3.943800695,3.478635574,-0.916642526
behavioral,5.1,5,9,-2,10,6.2085,1.943800695,3.478635574,-0.916642526
benevolent,5.95,6,8,-2,10,7.4662,2.943800695,2.478635574,-0.916642526
experiment,6.05,6,9,-2,10,7.1349,2.943800695,3.478635574,-0.916642526
dependable,7.24,6,8,-4,10,6.8974,2.943800695,2.478635574,-2.916642526
expendable,3.85,6,9,-4,10,6.4871,2.943800695,3.478635574,-2.916642526
dependence,3.6,6,6,-4,10,7.7523,2.943800695,0.478635574,-2.916642526
exhaustive,4.24,6,9,-4,10,6.59,2.943800695,3.478635574,-2.916642526
frightened,2.45,6,7,-4,10,6.8752,2.943800695,1.478635574,-2.916642526
repentance,6,6,8,-4,10,7.9525,2.943800695,2.478635574,-2.916642526
dependency,3.71,7,7,-2,10,6.6795,3.943800695,1.478635574,-0.916642526
aquamarine,6.4,6,8,-2,10,6.2164,2.943800695,2.478635574,-0.916642526
brownstone,4.74,6,8,-2,10,6.6436,2.943800695,2.478635574,-0.916642526
telepathic,5.9,6,9,-2,10,7.3479,2.943800695,3.478635574,-0.916642526
brightness,7.05,6,7,-4,10,6.3715,2.943800695,1.478635574,-2.916642526
friendless,3.15,6,7,-4,10,6.8266,2.943800695,1.478635574,-2.916642526
relentless,5,6,8,-4,10,8.0602,2.943800695,2.478635574,-2.916642526
scientific,5.95,8,9,-2,10,6.3524,4.943800695,3.478635574,-0.916642526
arithmetic,4.95,6,8,-2,10,7.0182,2.943800695,2.478635574,-0.916642526
calculator,5.86,6,9,-2,10,5.5256,2.943800695,3.478635574,-0.916642526
ventilator,3.9,6,9,-2,10,7.1193,2.943800695,3.478635574,-0.916642526
vanquished,4.18,6,8,-2,10,5.5089,2.943800695,2.478635574,-0.916642526
deliberate,4.8,2,8,-6,10,7.8052,-1.056199305,2.478635574,-4.916642526
adolescent,5.38,4,7,-4,10,7.427,0.943800695,1.478635574,-2.916642526
believable,6.89,4,9,-4,10,6.5251,0.943800695,3.478635574,-2.916642526
democratic,5.7,4,8,-4,10,6.2608,0.943800695,2.478635574,-2.916642526
admittance,6.29,4,7,-4,10,7.0304,0.943800695,1.478635574,-2.916642526
reluctance,4.05,4,8,-4,10,6.771,0.943800695,2.478635574,-2.916642526
temperance,5.05,4,8,-4,10,7.5182,0.943800695,2.478635574,-2.916642526
grindstone,4.14,4,8,-2,10,6.8311,0.943800695,2.478635574,-0.916642526
adjustment,5.53,6,8,-2,10,6.1627,2.943800695,2.478635574,-0.916642526
admissible,5.16,6,8,-2,10,5.9631,2.943800695,2.478635574,-0.916642526
equivalent,5.89,6,9,-2,10,6.4198,2.943800695,3.478635574,-0.916642526
capitalist,5.24,4,9,-2,10,6.3441,0.943800695,3.478635574,-0.916642526
capitalize,5.95,4,9,-2,10,6.0834,0.943800695,3.478635574,-0.916642526
rainforest,7.11,4,9,-4,10,7.1676,0.943800695,3.478635574,-2.916642526
atmosphere,6.05,4,9,-2,10,7.2877,0.943800695,3.478635574,-0.916642526
wallflower,5.58,4,7,-2,10,5.3386,0.943800695,1.478635574,-0.916642526
deplorable,3.9,4,7,-2,10,6.2789,0.943800695,1.478635574,-0.916642526
scholastic,6.63,4,8,-2,10,6.0033,0.943800695,2.478635574,-0.916642526
ballistics,4.05,4,8,-2,10,5.6133,0.943800695,2.478635574,-0.916642526
camouflage,5.85,4,9,-2,10,5.2757,0.943800695,3.478635574,-0.916642526
administer,4.4,2,9,-2,10,6.9579,-1.056199305,3.478635574,-0.916642526
triplicate,4.59,2,8,-2,10,6.7636,-1.056199305,2.478635574,-0.916642526
distressed,3.38,2,6,-8,10,7.49,-1.056199305,0.478635574,-6.916642526
spacecraft,5.58,2,6,-8,10,6.0127,-1.056199305,0.478635574,-6.916642526
ambassador,5.5,4,8,-6,10,5.88,0.943800695,2.478635574,-4.916642526
chatterbox,4.6,4,7,-6,10,6.2993,0.943800695,1.478635574,-4.916642526
cheesecake,7.67,4,7,-6,10,7.7732,0.943800695,1.478635574,-4.916642526
successful,7.76,3,6,-4,10,4.9016,-0.056199305,0.478635574,-2.916642526
corrective,4.95,4,7,-6,10,6.7449,0.943800695,1.478635574,-4.916642526
difference,4.89,4,7,-6,10,6.9299,0.943800695,1.478635574,-4.916642526
subversive,4.1,4,8,-6,10,5.7217,0.943800695,2.478635574,-4.916642526
suggestive,4.95,4,8,-6,10,6.1846,0.943800695,2.478635574,-4.916642526
disastrous,2.21,4,8,-4,10,6.3675,0.943800695,2.478635574,-2.916642526
flattering,7.14,4,8,-4,10,6.6951,0.943800695,2.478635574,-2.916642526
forwarding,5.23,4,9,-4,10,5.2219,0.943800695,3.478635574,-2.916642526
shattering,3.67,4,8,-4,10,7.3119,0.943800695,2.478635574,-2.916642526
alteration,5.05,3,9,-2,10,7.8382,-0.056199305,3.478635574,-0.916642526
correction,4.05,3,7,-2,10,6.8025,-0.056199305,1.478635574,-0.916642526
discretion,5.4,3,9,-2,10,6.9295,-0.056199305,3.478635574,-0.916642526
dissection,3.11,3,7,-2,10,6.9635,-0.056199305,1.478635574,-0.916642526
substation,4.43,3,9,-2,10,6.4405,-0.056199305,3.478635574,-0.916642526
succession,4.52,3,6,-2,10,6.1227,-0.056199305,0.478635574,-0.916642526
suggestion,5.79,3,8,-2,10,6.2422,-0.056199305,2.478635574,-0.916642526
bitterness,3.15,4,7,-6,10,7.7364,0.943800695,1.478635574,-4.916642526
cleverness,6.95,4,8,-6,10,7.1281,0.943800695,2.478635574,-4.916642526
cyberspace,5.73,4,8,-6,10,5.6844,0.943800695,2.478635574,-4.916642526
disrespect,2.81,4,8,-6,10,6.9031,0.943800695,2.478635574,-4.916642526
fiberglass,4.37,4,7,-6,10,5.6236,0.943800695,1.478635574,-4.916642526
skateboard,5.16,4,9,-6,10,6.443,0.943800695,3.478635574,-4.916642526
subscriber,5.71,4,9,-6,10,5.282,0.943800695,3.478635574,-4.916642526
electrical,5.57,5,7,-4,10,6.9194,1.943800695,1.478635574,-2.916642526
theatrical,5.3,5,8,-4,10,7.3002,1.943800695,2.478635574,-2.916642526
distraught,2.81,6,8,-4,10,6.0679,2.943800695,2.478635574,-2.916642526
engagement,6.65,6,9,-4,10,7.5263,2.943800695,3.478635574,-2.916642526
subsequent,5.16,6,9,-4,10,6.0966,2.943800695,3.478635574,-2.916642526
borderline,4,4,8,-2,10,6.837,0.943800695,2.478635574,-0.916642526
correspond,5.75,4,8,-2,10,6.173,0.943800695,2.478635574,-0.916642526
discerning,4.95,4,8,-2,10,6.1496,0.943800695,2.478635574,-0.916642526
electronic,6.52,4,7,-2,10,7.1258,0.943800695,1.478635574,-0.916642526
foreground,5.47,4,7,-2,10,5.7693,0.943800695,1.478635574,-0.916642526
sisterhood,5.68,4,8,-2,10,7.2726,0.943800695,2.478635574,-0.916642526
bureaucrat,3.05,4,9,-6,10,5.9856,0.943800695,3.478635574,-4.916642526
widespread,5.11,4,8,-6,10,6.5646,0.943800695,2.478635574,-4.916642526
anesthesia,4.84,6,9,-4,10,8.3257,2.943800695,3.478635574,-2.916642526
anesthetic,5.48,6,9,-4,10,8.0601,2.943800695,3.478635574,-2.916642526
systematic,4.62,6,9,-4,10,6.5763,2.943800695,3.478635574,-2.916642526
apartments,5,6,8,-4,10,7.0546,2.943800695,2.478635574,-2.916642526
classified,5.53,6,7,-4,10,6.0743,2.943800695,1.478635574,-2.916642526
distribute,5.05,6,8,-4,10,6.5563,2.943800695,2.478635574,-2.916642526
enterprise,6,6,9,-4,10,8.1107,2.943800695,3.478635574,-2.916642526
substitute,4.91,6,9,-4,10,6.6498,2.943800695,3.478635574,-2.916642526
sustenance,6,6,8,-4,10,7.4319,2.943800695,2.478635574,-2.916642526
foreboding,3.53,6,9,-2,10,5.7406,2.943800695,3.478635574,-0.916642526
quarantine,2.84,6,9,-2,10,6.7396,2.943800695,3.478635574,-0.916642526
sidewinder,4.26,4,7,-4,10,6.9265,0.943800695,1.478635574,-2.916642526
speechless,4.53,4,6,-4,10,7.1917,0.943800695,0.478635574,-2.916642526
vocabulary,5.5,5,9,-2,10,4.3837,1.943800695,3.478635574,-0.916642526
entrapment,3.3,6,8,-2,10,7.5503,2.943800695,2.478635574,-0.916642526
government,3.78,6,8,-2,10,6.6851,2.943800695,2.478635574,-0.916642526
antagonize,3.15,4,9,-2,10,6.8152,0.943800695,3.478635574,-0.916642526
guardhouse,4.96,4,9,-2,10,5.8568,0.943800695,3.478635574,-0.916642526
guesthouse,6.09,4,9,-2,10,6.8246,0.943800695,3.478635574,-0.916642526
roadrunner,5.45,4,7,-2,10,6.6846,0.943800695,1.478635574,-0.916642526
eyeglasses,5.09,4,8,-6,10,7.3268,0.943800695,2.478635574,-4.916642526
witchcraft,3.95,4,8,-6,10,5.5478,0.943800695,2.478635574,-4.916642526
blackberry,6.63,5,8,-4,10,4.538,1.943800695,2.478635574,-2.916642526
charitable,7.33,6,9,-4,10,6.5438,2.943800695,3.478635574,-2.916642526
disgusting,2.27,6,9,-2,10,5.3432,2.943800695,3.478635574,-0.916642526
disturbing,2.68,6,8,-2,10,5.2569,2.943800695,2.478635574,-0.916642526
forbidding,3.82,6,7,-2,10,4.8416,2.943800695,1.478635574,-0.916642526
blackboard,4.95,6,9,-4,10,4.4644,2.943800695,3.478635574,-2.916642526
cheapskate,3.76,6,9,-4,10,6.8698,2.943800695,3.478635574,-2.916642526
eyewitness,4.47,6,8,-4,10,7.7865,2.943800695,2.478635574,-2.916642526
bottleneck,4.5,7,7,-2,10,6.6843,3.943800695,1.478635574,-0.916642526
rhetorical,5.05,7,9,-2,10,6.9273,3.943800695,3.478635574,-0.916642526
subsidiary,4.8,7,9,-2,10,5.1217,3.943800695,3.478635574,-0.916642526
turtleneck,5.05,7,7,-2,10,6.6589,3.943800695,1.478635574,-0.916642526
birthright,5.63,8,8,-2,10,5.9713,4.943800695,2.478635574,-0.916642526
forthright,6.3,8,8,-2,10,6.099,4.943800695,2.478635574,-0.916642526
sufficient,6.1,8,8,-2,10,5.8762,4.943800695,2.478635574,-0.916642526
wheelchair,3.64,8,8,-2,10,6.7879,4.943800695,2.478635574,-0.916642526
specialist,5.52,6,8,-2,10,6.5247,2.943800695,2.478635574,-0.916642526
specialize,6.23,6,8,-2,10,6.264,2.943800695,2.478635574,-0.916642526
discourage,3.05,4,9,-4,10,5.9464,0.943800695,3.478635574,-2.916642526
thermostat,5.48,4,9,-4,10,7.6358,0.943800695,3.478635574,-2.916642526
embroidery,6.53,5,7,-2,10,6.1976,1.943800695,1.478635574,-0.916642526
circumvent,5,6,8,-2,10,5.3166,2.943800695,2.478635574,-0.916642526
diagnostic,4.81,6,9,-2,10,6.0788,2.943800695,3.478635574,-0.916642526
discontent,2.75,6,9,-2,10,7.2147,2.943800695,3.478635574,-0.916642526
disapprove,3.55,6,8,-2,10,5.6745,2.943800695,2.478635574,-0.916642526
disclosure,4.71,6,8,-2,10,5.9634,2.943800695,2.478635574,-0.916642526
discomfort,2.84,6,8,-2,10,5.5019,2.943800695,2.478635574,-0.916642526
disruptive,3.2,6,9,-2,10,5.7922,2.943800695,3.478635574,-0.916642526
flatulence,3.79,6,8,-2,10,6.5194,2.943800695,2.478635574,-0.916642526
turbulence,2.95,6,7,-2,10,6.1011,2.943800695,1.478635574,-0.916642526
auctioneer,5.09,4,8,-2,10,7.5376,0.943800695,2.478635574,-0.916642526
birthplace,6.95,4,7,-2,10,5.92,0.943800695,1.478635574,-0.916642526
bottomless,5.71,4,7,-2,10,6.6405,0.943800695,1.478635574,-0.916642526
customized,6.91,4,8,-2,10,5.4831,0.943800695,2.478635574,-0.916642526
disconnect,3.81,4,7,-2,10,6.5873,0.943800695,1.478635574,-0.916642526
sleepyhead,5.43,4,7,-2,10,7.0875,0.943800695,1.478635574,-0.916642526
withdrawal,4.45,5,9,-4,10,5.7435,1.943800695,3.478635574,-2.916642526
disorderly,2.95,5,8,-2,10,5.9981,1.943800695,2.478635574,-0.916642526
dishwasher,5.32,6,9,-4,10,6.5277,2.943800695,3.478635574,-2.916642526
dispatcher,4.59,6,9,-4,10,6.4263,2.943800695,3.478635574,-2.916642526
subjective,5.86,6,8,-4,10,5.5916,2.943800695,2.478635574,-2.916642526
wickedness,2.86,6,7,-4,10,6.194,2.943800695,1.478635574,-2.916642526
antiseptic,4.57,8,9,-2,10,7.07,4.943800695,3.478635574,-0.916642526
girlfriend,7.56,8,8,-2,10,5.7878,4.943800695,2.478635574,-0.916642526
chandelier,6.47,6,8,-2,10,7.0427,2.943800695,2.478635574,-0.916642526
antiquated,5,6,8,-4,10,6.7969,2.943800695,2.478635574,-2.916642526
dispensary,5.05,7,9,-2,10,6.1381,3.943800695,3.478635574,-0.916642526
elementary,6.11,7,9,-2,10,7.647,3.943800695,3.478635574,-0.916642526
euthanasia,3.3,8,9,-2,10,7.5153,4.943800695,3.478635574,-0.916642526
antichrist,2.36,8,9,-2,10,6.815,4.943800695,3.478635574,-0.916642526
cocksucker,2.91,8,9,-2,10,4.5171,4.943800695,3.478635574,-0.916642526
cornflakes,6.37,8,9,-2,10,5.7246,4.943800695,3.478635574,-0.916642526
alzheimers,2.26,6,9,-2,10,6.545,2.943800695,3.478635574,-0.916642526
anticipate,6,6,9,-2,10,7.254,2.943800695,3.478635574,-0.916642526
displeased,3.41,4,8,-4,10,6.7651,0.943800695,2.478635574,-2.916642526
disposable,4,6,9,-2,10,5.9695,2.943800695,3.478635574,-0.916642526
formidable,5.52,6,9,-2,10,5.5733,2.943800695,3.478635574,-0.916642526
dismissive,3.4,6,8,-2,10,6.0218,2.943800695,2.478635574,-0.916642526
submissive,4.67,6,8,-2,10,5.3249,2.943800695,2.478635574,-0.916642526
challenger,5.33,6,8,-2,10,6.5248,2.943800695,2.478635574,-0.916642526
enthusiast,6.65,6,8,-2,10,7.4202,2.943800695,2.478635574,-0.916642526
silverware,5.76,2,9,-6,10,6.6201,-1.056199305,3.478635574,-4.916642526
wildebeest,5.21,2,7,-6,10,7.2585,-1.056199305,1.478635574,-4.916642526
contestant,4.5,4,9,-4,10,7.8151,0.943800695,3.478635574,-2.916642526
contraband,3.58,4,8,-4,10,6.0909,0.943800695,2.478635574,-2.916642526
contractor,4.7,4,8,-4,10,6.558,0.943800695,2.478635574,-2.916642526
appearance,6.14,4,7,-4,10,6.9281,0.943800695,1.478635574,-2.916642526
bombardier,4.73,4,9,-4,10,5.6959,0.943800695,3.478635574,-2.916642526
conference,5.1,4,8,-4,10,7.289,0.943800695,2.478635574,-2.916642526
contradict,3.58,4,8,-4,10,6.3305,0.943800695,2.478635574,-2.916642526
skyscraper,5.84,4,9,-4,10,5.2954,0.943800695,3.478635574,-2.916642526
superstore,6.24,4,9,-4,10,7.1282,0.943800695,3.478635574,-2.916642526
blistering,4.24,4,9,-2,10,6.2285,0.943800695,3.478635574,-0.916642526
courageous,8.05,4,9,-2,10,5.851,0.943800695,3.478635574,-0.916642526
somersault,6.37,4,9,-2,10,6.5262,0.943800695,3.478635574,-0.916642526
wintertime,5.95,4,8,-2,10,7.495,0.943800695,2.478635574,-0.916642526
appreciate,7.33,4,7,-4,10,7.0387,0.943800695,1.478635574,-2.916642526
