word,happiness_average,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
staten,5.16,1,5,-4,6,8.676166667,-1.515839387,0.379237288,-2.873890234
states,5.64,0,5,-6,6,8.605833333,-2.515839387,0.379237288,-4.873890234
static,4.9,2,5,-4,6,7.059,-0.515839387,0.379237288,-2.873890234
station,5.16,1,6,-1,7,7.689714286,-1.515839387,1.379237288,0.126109766
stations,5.44,2,7,-2,8,7.519375,-0.515839387,2.379237288,-0.873890234
statistical,5.4,5,10,-5,11,6.990454545,2.484160613,5.379237288,-3.873890234
statistically,5.38,5,11,-3,13,6.376461538,2.484160613,6.379237288,-1.873890234
statistics,5.04,4,9,-6,10,7.103,1.484160613,4.379237288,-4.873890234
stats,5.28,0,4,-5,5,7.7866,-2.515839387,-0.620762712,-3.873890234
status,5.62,2,5,-4,6,6.9485,-0.515839387,0.379237288,-2.873890234
statute,5.42,2,6,-5,7,8.160285714,-0.515839387,1.379237288,-3.873890234
stay,5.56,1,3,-2,4,6.381,-1.515839387,-1.620762712,-0.873890234
stayed,5.4,2,4,-4,6,7.079833333,-0.515839387,-0.620762712,-2.873890234
staying,5.76,2,6,-1,7,5.893428571,-0.515839387,1.379237288,0.126109766
stays,5.28,2,4,-3,5,6.3702,-0.515839387,-0.620762712,-1.873890234
steady,6.18,1,5,-4,6,7.079833333,-1.515839387,0.379237288,-2.873890234
steak,6.62,1,4,-3,5,7.4048,-1.515839387,-0.620762712,-1.873890234
steal,2.46,1,4,-3,5,8.0554,-1.515839387,-0.620762712,-1.873890234
stealing,2.46,2,7,-2,8,7.000875,-0.515839387,2.379237288,-0.873890234
steam,5.43,1,4,-3,5,7.7316,-1.515839387,-0.620762712,-1.873890234
steel,5.08,1,3,-3,5,8.9624,-1.515839387,-1.620762712,-1.873890234
steelers,5.1,2,6,-6,8,8.7285,-0.515839387,1.379237288,-4.873890234
stein,5.16,1,4,-1,5,8.36,-1.515839387,-0.620762712,0.126109766
stem,5.14,1,3,-2,4,7.62275,-1.515839387,-1.620762712,-0.873890234
step,5.32,1,3,-2,4,7.5035,-1.515839387,-1.620762712,-0.873890234
stephanie,5.48,4,8,-1,9,7.854666667,1.484160613,3.379237288,0.126109766
stephen,5.54,3,6,-1,7,7.937,0.484160613,1.379237288,0.126109766
stepped,5.18,2,4,-3,7,6.985428571,-0.515839387,-0.620762712,-1.873890234
steppin,5.56,1,5,1,7,6.522571429,-1.515839387,0.379237288,2.126109766
stepping,5.56,2,6,0,8,5.959125,-0.515839387,1.379237288,1.126109766
steps,5.38,2,4,-3,5,7.2682,-0.515839387,-0.620762712,-1.873890234
stereo,6,1,5,-4,6,9.046833333,-1.515839387,0.379237288,-2.873890234
stern,4.24,1,4,-3,5,8.1642,-1.515839387,-0.620762712,-1.873890234
steve,5.38,0,4,-5,5,8.353,-2.515839387,-0.620762712,-3.873890234
steven,5.5,1,5,-4,6,8.085666667,-1.515839387,0.379237288,-2.873890234
stevens,5.08,2,6,-5,7,7.834428571,-0.515839387,1.379237288,-3.873890234
stevie,5.5,2,5,-4,6,8.121833333,-0.515839387,0.379237288,-2.873890234
stewart,5.08,0,5,-7,7,7.665,-2.515839387,0.379237288,-5.873890234
stick,5.08,3,4,-1,5,5.1806,0.484160613,-0.620762712,0.126109766
sticks,4.9,4,5,-2,6,5.371666667,1.484160613,0.379237288,-0.873890234
sticky,4.6,3,5,0,6,4.646166667,0.484160613,0.379237288,1.126109766
stiff,4.63,2,3,-3,5,5.361,-0.515839387,-1.620762712,-1.873890234
still,5.14,1,3,1,5,6.0798,-1.515839387,-1.620762712,2.126109766
stimulation,6.61,3,9,3,11,6.362090909,0.484160613,4.379237288,4.126109766
stimulus,5.68,2,6,2,8,5.077875,-0.515839387,1.379237288,3.126109766
sting,3.46,2,4,-1,5,6.2226,-0.515839387,-0.620762712,0.126109766
stink,3.1,1,4,1,5,5.974,-1.515839387,-0.620762712,2.126109766
stir,5,2,3,-2,4,7.084,-0.515839387,-1.620762712,-0.873890234
stock,5.8,3,4,-1,5,5.2888,0.484160613,-0.620762712,0.126109766
stocks,5.36,4,5,-2,6,5.461833333,1.484160613,0.379237288,-0.873890234
stoked,5.92,2,4,-2,6,6.7695,-0.515839387,-0.620762712,-0.873890234
stole,2.6,2,3,-1,5,7.9234,-0.515839387,-1.620762712,0.126109766
stolen,2.5,3,4,0,6,7.727666667,0.484160613,-0.620762712,1.126109766
stomach,5.4,3,6,-1,7,6.048428571,0.484160613,1.379237288,0.126109766
stomp,3.74,1,4,1,5,5.445,-1.515839387,-0.620762712,2.126109766
stone,5.04,2,4,-1,5,8.4682,-0.515839387,-0.620762712,0.126109766
stoned,4.56,2,4,-2,6,7.765666667,-0.515839387,-0.620762712,-0.873890234
stones,5.06,2,5,-2,6,8.111333333,-0.515839387,0.379237288,-0.873890234
stood,4.94,2,3,-1,5,6.93,-0.515839387,-1.620762712,0.126109766
stop,3.9,1,3,0,4,6.20475,-1.515839387,-1.620762712,1.126109766
stopped,3.86,2,4,-1,7,6.243285714,-0.515839387,-0.620762712,0.126109766
stopping,4.08,2,6,2,8,5.30975,-0.515839387,1.379237288,3.126109766
stops,4.58,2,4,-1,5,6.2292,-0.515839387,-0.620762712,0.126109766
storage,5.44,2,6,-5,7,7.394428571,-0.515839387,1.379237288,-3.873890234
store,5.98,2,4,-3,5,8.3158,-0.515839387,-0.620762712,-1.873890234
stored,5.84,2,4,-4,6,7.638666667,-0.515839387,-0.620762712,-2.873890234
stores,6,2,5,-4,6,7.984333333,-0.515839387,0.379237288,-2.873890234
stories,6.62,4,6,-3,7,7.838857143,1.484160613,1.379237288,-1.873890234
storm,4.26,3,4,-1,5,6.2566,0.484160613,-0.620762712,0.126109766
storms,4.34,4,5,-2,6,6.268333333,1.484160613,0.379237288,-0.873890234
stormy,4.94,3,4,0,6,5.542833333,0.484160613,-0.620762712,1.126109766
story,6.48,3,4,-1,5,6.1702,0.484160613,-0.620762712,0.126109766
straight,6.06,4,6,-4,8,6.7085,1.484160613,1.379237288,-2.873890234
strain,3.73,1,4,-2,6,7.208666667,-1.515839387,-0.620762712,-0.873890234
stranded,3.73,2,4,-6,8,7.18675,-0.515839387,-0.620762712,-4.873890234
strange,4.36,2,5,-5,7,7.286142857,-0.515839387,0.379237288,-3.873890234
stranger,4.16,2,6,-6,8,7.12375,-0.515839387,1.379237288,-4.873890234
strangers,4.16,2,7,-7,9,7.035222222,-0.515839387,2.379237288,-5.873890234
strap,4.92,1,3,-3,5,6.2932,-1.515839387,-1.620762712,-1.873890234
strapped,3.94,2,4,-4,8,6.29375,-0.515839387,-0.620762712,-2.873890234
strategic,5.9,2,7,-7,9,7.006444444,-0.515839387,2.379237288,-5.873890234
strategies,6.14,2,8,-8,10,7.9305,-0.515839387,3.379237288,-6.873890234
strategy,6.24,1,6,-6,8,6.9105,-1.515839387,1.379237288,-4.873890234
strawberry,7.14,1,7,-8,10,6.0039,-1.515839387,2.379237288,-6.873890234
stray,4.24,1,3,-3,5,6.3022,-1.515839387,-1.620762712,-1.873890234
streak,5.06,1,4,-4,6,7.1685,-1.515839387,-0.620762712,-2.873890234
stream,6.42,1,4,-4,6,7.440833333,-1.515839387,-0.620762712,-2.873890234
streaming,5.7,2,7,-3,9,6.708333333,-0.515839387,2.379237288,-1.873890234
streams,6.32,2,5,-5,7,7.281714286,-0.515839387,0.379237288,-3.873890234
street,5.44,0,3,-6,6,9.305,-2.515839387,-1.620762712,-4.873890234
streets,5.64,0,4,-7,7,8.879571429,-2.515839387,-0.620762712,-5.873890234
strength,7.4,3,5,-4,8,7.24825,0.484160613,0.379237288,-2.873890234
stress,2.86,0,3,-6,6,7.787666667,-2.515839387,-1.620762712,-4.873890234
stressed,2.74,0,4,-8,8,7.960125,-2.515839387,-0.620762712,-6.873890234
stretch,5.66,1,5,-5,7,7.429142857,-1.515839387,0.379237288,-3.873890234
stretched,4.99,2,6,-7,9,7.662111111,-0.515839387,1.379237288,-5.873890234
strict,4.13,2,4,-4,6,6.695666667,-0.515839387,-0.620762712,-2.873890234
strictly,4.35,3,6,-2,8,5.771625,0.484160613,1.379237288,-0.873890234
stride,5.56,2,3,-4,6,7.5485,-0.515839387,-1.620762712,-2.873890234
strife,4.02,2,4,-4,6,7.211,-0.515839387,-0.620762712,-2.873890234
strike,3.96,2,3,-2,6,6.968333333,-0.515839387,-1.620762712,-0.873890234
strikes,4.02,2,4,-3,7,6.876714286,-0.515839387,-0.620762712,-1.873890234
striking,4.7,2,4,0,8,5.60475,-0.515839387,-0.620762712,1.126109766
string,5.4,2,4,-2,6,6.183333333,-0.515839387,-0.620762712,-0.873890234
strings,5.02,2,5,-3,7,6.203857143,-0.515839387,0.379237288,-1.873890234
strip,4.92,1,3,-1,5,6.053,-1.515839387,-1.620762712,0.126109766
stripped,4.65,2,4,-2,8,6.143625,-0.515839387,-0.620762712,-0.873890234
stroke,2.58,2,4,-2,6,7.0585,-0.515839387,-0.620762712,-0.873890234
stroll,6.6,1,2,0,6,6.1545,-1.515839387,-2.620762712,1.126109766
strong,7.06,2,4,-2,6,6.2735,-0.515839387,-0.620762712,-0.873890234
stronger,7.12,2,6,-4,8,7.04125,-0.515839387,1.379237288,-2.873890234
strongly,6.14,3,6,0,8,5.455,0.484160613,1.379237288,1.126109766
struck,3.5,3,4,-2,6,4.613666667,0.484160613,-0.620762712,-0.873890234
structural,5.73,5,8,-4,10,5.6903,2.484160613,3.379237288,-2.873890234
structure,5.36,4,7,-5,9,6.379222222,1.484160613,2.379237288,-3.873890234
structures,5.65,4,8,-6,10,6.374,1.484160613,3.379237288,-4.873890234
struggle,3.4,4,5,-4,8,5.610625,1.484160613,0.379237288,-2.873890234
struggling,2.72,4,7,-2,10,4.7913,1.484160613,2.379237288,-0.873890234
strung,4.66,2,3,-2,6,5.482,-0.515839387,-1.620762712,-0.873890234
stuart,5.36,2,4,-4,6,6.891833333,-0.515839387,-0.620762712,-2.873890234
stuck,3.66,3,4,-1,5,4.339,0.484160613,-0.620762712,0.126109766
student,6.58,4,5,-3,7,7.271571429,1.484160613,0.379237288,-1.873890234
students,6.28,4,6,-4,8,7.1535,1.484160613,1.379237288,-2.873890234
studied,6.12,4,5,-3,7,6.616428571,1.484160613,0.379237288,-1.873890234
studies,6.4,4,6,-3,7,6.912714286,1.484160613,1.379237288,-1.873890234
studio,6.34,3,5,0,6,6.1445,0.484160613,0.379237288,1.126109766
study,6.12,3,4,-1,5,4.8736,0.484160613,-0.620762712,0.126109766
studying,5.56,4,7,0,8,5.01225,1.484160613,2.379237288,1.126109766
stuff,5.58,2,3,-3,5,4.5194,-0.515839387,-1.620762712,-1.873890234
stuffed,5.18,2,4,-5,7,5.650285714,-0.515839387,-0.620762712,-3.873890234
stumble,4.42,4,5,-1,7,5.538,1.484160613,0.379237288,0.126109766
stunning,6.5,2,5,2,8,5.921125,-0.515839387,0.379237288,3.126109766
stupid,2.68,2,5,0,6,5.214833333,-0.515839387,0.379237288,1.126109766
style,6.76,2,4,-1,5,6.8168,-0.515839387,-0.620762712,0.126109766
styles,6.22,2,5,-2,6,6.735166667,-0.515839387,0.379237288,-0.873890234
su,5,1,1,0,2,4.5425,-1.515839387,-3.620762712,1.126109766
sua,4.92,2,2,-1,3,5.750666667,-0.515839387,-2.620762712,0.126109766
sub,5.04,2,2,-1,3,3.525666667,-0.515839387,-2.620762712,0.126109766
subject,5.44,4,5,-3,7,5.038571429,1.484160613,0.379237288,-1.873890234
subjected,3.86,4,6,-5,9,5.802777778,1.484160613,1.379237288,-3.873890234
subjective,5.52,6,8,-4,10,5.5916,3.484160613,3.379237288,-2.873890234
subjects,5.42,4,6,-4,8,5.199625,1.484160613,1.379237288,-2.873890234
submit,5.44,4,5,0,6,4.834166667,1.484160613,0.379237288,1.126109766
submitted,5.94,4,6,-3,9,6.112888889,1.484160613,1.379237288,-1.873890234
subsequent,5.45,6,9,-4,10,6.0966,3.484160613,4.379237288,-2.873890234
subsequently,5.36,7,11,-2,12,5.580416667,4.484160613,6.379237288,-0.873890234
subsidiary,4.9,7,9,-2,10,5.1217,4.484160613,4.379237288,-0.873890234
subsidies,5.14,6,8,-3,9,6.013111111,3.484160613,3.379237288,-1.873890234
substance,5.56,4,7,-5,9,6.262222222,1.484160613,2.379237288,-3.873890234
substances,5.24,4,8,-6,10,6.2687,1.484160613,3.379237288,-4.873890234
substantial,5.94,7,10,-3,11,6.280909091,4.484160613,5.379237288,-1.873890234
substantially,5.92,7,11,-1,13,5.776076923,4.484160613,6.379237288,0.126109766
substitute,4.88,6,9,-4,10,6.6498,3.484160613,4.379237288,-2.873890234
subtle,5.84,4,4,-2,6,6.06,1.484160613,-0.620762712,-0.873890234
suburban,5.58,5,6,-2,8,4.46625,2.484160613,1.379237288,-0.873890234
subway,5.32,3,5,-2,6,3.846333333,0.484160613,0.379237288,-0.873890234
succeed,7.76,2,2,-5,7,6.329428571,-0.515839387,-2.620762712,-3.873890234
succeeded,7.62,2,2,-7,9,6.806777778,-0.515839387,-2.620762712,-5.873890234
succeeding,7.58,4,5,-4,10,6.0036,1.484160613,0.379237288,-2.873890234
success,7.86,2,3,-5,7,5.715,-0.515839387,-1.620762712,-3.873890234
successful,8.16,3,6,-4,10,4.9016,0.484160613,1.379237288,-2.873890234
successfully,7.62,3,7,-2,12,4.584583333,0.484160613,2.379237288,-0.873890234
succession,6.2,3,6,-2,10,6.1227,0.484160613,1.379237288,-0.873890234
successive,6.14,4,6,-6,10,6.0651,1.484160613,1.379237288,-4.873890234
successor,6,4,5,-5,9,5.944333333,1.484160613,0.379237288,-3.873890234
such,5.16,3,3,0,4,4.49025,0.484160613,-1.620762712,1.126109766
suck,3.14,3,3,0,4,3.15975,0.484160613,-1.620762712,1.126109766
sucka,3.74,4,4,-1,5,4.1612,1.484160613,-0.620762712,0.126109766
sucked,3.48,4,4,-2,6,4.932333333,1.484160613,-0.620762712,-0.873890234
sucker,3.68,4,5,-2,6,5.221333333,1.484160613,0.379237288,-0.873890234
suckers,3.3,4,6,-3,7,5.379285714,1.484160613,1.379237288,-1.873890234
sucking,4.16,4,5,1,7,4.052714286,1.484160613,0.379237288,2.126109766
sucks,3.14,4,4,-1,5,3.7932,1.484160613,-0.620762712,0.126109766
sudden,4.3,3,3,-2,6,6.173666667,0.484160613,-1.620762712,-0.873890234
suddenly,4.78,3,5,0,8,5.380125,0.484160613,0.379237288,1.126109766
sue,4.3,2,2,-1,3,7.262333333,-0.515839387,-2.620762712,0.126109766
suffer,2.08,2,4,-4,6,5.371666667,-0.515839387,-0.620762712,-2.873890234
suffered,2.24,2,5,-6,8,6.148125,-0.515839387,0.379237288,-4.873890234
suffering,2.22,4,7,-3,9,5.328888889,1.484160613,2.379237288,-1.873890234
sufficient,6.32,8,8,-2,10,5.8762,5.484160613,3.379237288,-0.873890234
sufficiently,6.32,9,10,0,12,5.39675,6.484160613,5.379237288,1.126109766
suffolk,5.22,3,4,1,7,3.692142857,0.484160613,-0.620762712,2.126109766
suga,5.16,2,3,-2,4,4.81675,-0.515839387,-1.620762712,-0.873890234
sugar,6.74,2,4,-3,5,5.0508,-0.515839387,-0.620762712,-1.873890234
suggest,5.52,2,5,-5,7,5.885714286,-0.515839387,0.379237288,-3.873890234
suggested,5.6,2,6,-7,9,6.461666667,-0.515839387,1.379237288,-5.873890234
suggesting,5.54,4,8,-4,10,5.693,1.484160613,3.379237288,-2.873890234
suggestion,5.84,3,8,-2,10,6.2422,0.484160613,3.379237288,-0.873890234
suggestions,6.08,4,9,-3,11,6.249909091,1.484160613,4.379237288,-1.873890234
suggests,5.68,2,6,-6,8,5.940875,-0.515839387,1.379237288,-4.873890234
suicide,1.3,4,5,-1,7,6.107714286,1.484160613,0.379237288,0.126109766
suis,5.08,2,3,0,4,5.5945,-0.515839387,-1.620762712,1.126109766
suit,5.3,2,3,0,4,6.27675,-0.515839387,-1.620762712,1.126109766
suitable,6.6,4,7,-2,8,6.436625,1.484160613,2.379237288,-0.873890234
suitcase,5.74,2,7,-4,8,6.885625,-0.515839387,2.379237288,-2.873890234
suite,6.3,2,4,-1,5,7.5618,-0.515839387,-0.620762712,0.126109766
suits,5.74,2,4,-1,5,6.2868,-0.515839387,-0.620762712,0.126109766
sullivan,5.34,3,6,2,8,4.999375,0.484160613,1.379237288,3.126109766
sum,5.82,1,1,1,3,3.830333333,-1.515839387,-3.620762712,2.126109766
summary,5.56,3,4,1,7,4.289285714,0.484160613,-0.620762712,2.126109766
summer,6.4,2,3,0,6,5.431,-0.515839387,-1.620762712,1.126109766
summertime,7.14,4,6,0,10,6.3716,1.484160613,1.379237288,1.126109766
summit,5.52,2,3,2,6,4.9865,-0.515839387,-1.620762712,3.126109766
sumthin,4.98,3,5,3,7,5.765142857,0.484160613,0.379237288,4.126109766
sun,7.8,1,1,1,3,5.278,-1.515839387,-3.620762712,2.126109766
sunday,7.28,3,4,0,6,5.038,0.484160613,-0.620762712,1.126109766
sundays,7.38,4,5,-1,7,5.222142857,1.484160613,0.379237288,0.126109766
sung,6.38,2,2,0,4,4.46225,-0.515839387,-2.620762712,1.126109766
sunlight,7.88,4,6,2,8,5.49875,1.484160613,1.379237288,3.126109766
sunny,6.96,1,1,3,5,4.9114,-1.515839387,-3.620762712,4.126109766
sunrise,7.04,4,5,-1,7,6.830857143,1.484160613,0.379237288,0.126109766
sunset,7.16,2,4,-2,6,7.319833333,-0.515839387,-0.620762712,-0.873890234
sunshine,7.94,4,6,2,8,6.834,1.484160613,1.379237288,3.126109766
super,7.68,2,4,-1,5,5.9406,-0.515839387,-0.620762712,0.126109766
superbowl,5.7,5,7,-1,9,5.009666667,2.484160613,2.379237288,0.126109766
superintendent,4.8,8,12,-2,14,7.4775,5.484160613,7.379237288,-0.873890234
superior,6.08,4,7,0,8,6.270375,1.484160613,2.379237288,1.126109766
superman,7.12,5,7,0,8,5.878125,2.484160613,2.379237288,1.126109766
supermarkets,6.44,6,11,-4,12,6.26,3.484160613,6.379237288,-2.873890234
superstar,6.86,2,8,-5,9,6.582222222,-0.515839387,3.379237288,-3.873890234
supervision,5.49,5,9,1,11,5.926909091,2.484160613,4.379237288,2.126109766
supervisor,5,6,8,-2,10,5.7468,3.484160613,3.379237288,-0.873890234
supplied,5.76,2,5,2,8,5.111125,-0.515839387,0.379237288,3.126109766
supplies,6.04,2,6,2,8,5.370375,-0.515839387,1.379237288,3.126109766
supply,5.76,1,4,4,6,3.157,-1.515839387,-0.620762712,5.126109766
support,6.44,2,4,1,7,5.070428571,-0.515839387,-0.620762712,2.126109766
supported,6.6,2,5,-1,9,5.827555556,-0.515839387,0.379237288,0.126109766
supporter,6.76,2,6,-1,9,6.020222222,-0.515839387,1.379237288,0.126109766
supporters,6.2,2,7,-2,10,6.0509,-0.515839387,2.379237288,-0.873890234
supporting,6.48,4,7,2,10,5.1223,1.484160613,2.379237288,3.126109766
supports,6.22,2,5,0,8,5.2275,-0.515839387,0.379237288,1.126109766
suppose,4.92,2,5,1,7,5.639857143,-0.515839387,0.379237288,2.126109766
supposed,5.14,2,5,0,8,5.4665,-0.515839387,0.379237288,1.126109766
supreme,6.64,4,6,-1,7,6.401571429,1.484160613,1.379237288,0.126109766
sur,4.8,2,2,-1,3,5.024,-0.515839387,-2.620762712,0.126109766
sure,6.32,2,3,-2,4,6.9435,-0.515839387,-1.620762712,-0.873890234
surely,6.26,3,5,0,6,5.628833333,0.484160613,0.379237288,1.126109766
surf,6.52,2,2,-2,4,4.325,-0.515839387,-2.620762712,-0.873890234
surface,5.32,2,4,-5,7,5.850142857,-0.515839387,-0.620762712,-3.873890234
surfaces,5.48,2,5,-6,8,5.90975,-0.515839387,0.379237288,-4.873890234
surgeon,5.34,3,5,-1,7,6.292142857,0.484160613,0.379237288,0.126109766
surgery,2.66,3,5,-3,7,5.392857143,0.484160613,0.379237288,-1.873890234
surgical,4.32,5,6,-2,8,4.878375,2.484160613,1.379237288,-0.873890234
surname,5.48,6,6,-1,7,6.442285714,3.484160613,1.379237288,0.126109766
surplus,6.3,4,6,1,7,4.301571429,1.484160613,1.379237288,2.126109766
surprise,7.42,6,7,-2,8,6.122875,3.484160613,2.379237288,-0.873890234
surprised,6.72,6,7,-3,9,5.915111111,3.484160613,2.379237288,-1.873890234
surprising,6.74,8,9,0,10,5.2011,5.484160613,4.379237288,1.126109766
surprisingly,6.82,9,11,2,12,4.834166667,6.484160613,6.379237288,3.126109766
surrender,4.08,4,6,-5,9,7.050222222,1.484160613,1.379237288,-3.873890234
surround,5.44,4,5,0,8,5.29075,1.484160613,0.379237288,1.126109766
surrounded,4.72,4,5,-2,10,5.9281,1.484160613,0.379237288,-0.873890234
surrounding,5.46,6,8,1,11,5.277818182,3.484160613,3.379237288,2.126109766
surrounds,5.72,4,6,-1,9,5.405888889,1.484160613,1.379237288,0.126109766
survey,6.18,3,4,-2,6,5.121,0.484160613,-0.620762712,-0.873890234
survival,5.86,5,6,-2,8,4.52325,2.484160613,1.379237288,-0.873890234
survive,6,4,5,-3,7,5.242285714,1.484160613,0.379237288,-1.873890234
survived,6.88,4,5,-4,8,5.118625,1.484160613,0.379237288,-2.873890234
surviving,6,6,7,-1,9,4.413777778,3.484160613,2.379237288,0.126109766
survivors,6.66,6,7,-3,9,4.868333333,3.484160613,2.379237288,-1.873890234
sus,4.82,2,2,-1,3,5.137333333,-0.515839387,-2.620762712,0.126109766
susan,5.34,3,4,-1,5,6.0656,0.484160613,-0.620762712,0.126109766
sushi,5.4,3,4,1,5,5.6944,0.484160613,-0.620762712,2.126109766
suspect,3.14,4,5,-3,7,5.983,1.484160613,0.379237288,-1.873890234
suspected,3.52,4,6,-5,9,6.537333333,1.484160613,1.379237288,-3.873890234
suspects,3.6,4,6,-4,8,6.026,1.484160613,1.379237288,-2.873890234
suspended,3.08,6,6,-3,9,6.444444444,3.484160613,1.379237288,-1.873890234
suspension,3.18,7,9,2,10,6.4341,4.484160613,4.379237288,3.126109766
suspicion,3.52,5,8,3,9,5.367888889,2.484160613,3.379237288,4.126109766
suspicious,3.28,6,9,2,10,5.0647,3.484160613,4.379237288,3.126109766
sustained,5.88,4,7,-3,9,7.033888889,1.484160613,2.379237288,-1.873890234
suzanne,5.54,4,4,-1,7,6.218,1.484160613,-0.620762712,0.126109766
swag,5.74,0,2,-4,4,4.71725,-2.515839387,-2.620762712,-2.873890234
swallow,5.22,2,3,-1,7,4.967285714,-0.515839387,-1.620762712,0.126109766
swallowed,5.06,2,4,-3,9,5.747333333,-0.515839387,-0.620762712,-1.873890234
sway,5.45,1,2,-2,4,4.707,-1.515839387,-2.620762712,-0.873890234
swear,4.24,0,3,-5,5,7.1086,-2.515839387,-1.620762712,-3.873890234
sweat,4.16,0,3,-5,5,7.7224,-2.515839387,-1.620762712,-3.873890234
sweater,5.98,0,5,-7,7,8.185857143,-2.515839387,0.379237288,-5.873890234
sweden,6.28,1,2,-4,6,7.5155,-1.515839387,-2.620762712,-2.873890234
sweep,5.16,1,2,-3,5,7.204,-1.515839387,-2.620762712,-1.873890234
sweet,7.64,0,2,-5,5,8.6294,-2.515839387,-2.620762712,-3.873890234
sweeter,7.22,0,4,-7,7,8.833714286,-2.515839387,-0.620762712,-5.873890234
sweetest,7.92,0,5,-8,8,8.904,-2.515839387,0.379237288,-6.873890234
sweetheart,7.88,2,6,-8,10,8.5153,-0.515839387,1.379237288,-6.873890234
sweetie,7.3,2,4,-5,7,8.973571429,-0.515839387,-0.620762712,-3.873890234
sweetness,7.88,2,5,-7,9,8.361333333,-0.515839387,0.379237288,-5.873890234
swell,4.94,1,2,-1,5,5.8878,-1.515839387,-2.620762712,0.126109766
swept,5.06,2,3,-3,5,6.4748,-0.515839387,-1.620762712,-1.873890234
swift,5.94,2,2,-3,5,5.3874,-0.515839387,-2.620762712,-1.873890234
swim,6.84,1,2,0,4,4.51475,-1.515839387,-2.620762712,1.126109766
swimming,6.52,2,5,2,8,4.524375,-0.515839387,0.379237288,3.126109766
swine,3.64,2,3,-1,5,7.0208,-0.515839387,-1.620762712,0.126109766
swing,6.3,2,3,-1,5,4.8834,-0.515839387,-1.620762712,0.126109766
swinging,5.94,4,6,0,8,5.018375,1.484160613,1.379237288,1.126109766
swiss,6.18,2,2,-3,5,5.6614,-0.515839387,-2.620762712,-1.873890234
switch,5.02,3,4,-2,6,5.5975,0.484160613,-0.620762712,-0.873890234
switzerland,6.76,6,9,-5,11,6.060545455,3.484160613,4.379237288,-3.873890234
swollen,3.48,3,3,1,7,6.242142857,0.484160613,-1.620762712,2.126109766
sword,4.75,2,3,-3,5,5.2868,-0.515839387,-1.620762712,-1.873890234
swore,4.28,2,3,-3,5,6.9766,-0.515839387,-1.620762712,-1.873890234
sydney,5.68,5,5,0,6,5.663166667,2.484160613,0.379237288,1.126109766
sylvia,5.34,4,5,0,6,4.7395,1.484160613,0.379237288,1.126109766
symbol,5.64,3,3,2,6,3.955166667,0.484160613,-1.620762712,3.126109766
symbolic,5.74,4,5,2,8,4.184875,1.484160613,0.379237288,3.126109766
symbols,5.9,4,4,1,7,4.294,1.484160613,-0.620762712,2.126109766
sympathetic,6.58,6,9,-1,11,6.132636364,3.484160613,4.379237288,0.126109766
sympathies,5.06,4,8,0,10,6.1948,1.484160613,3.379237288,1.126109766
sympathy,5.36,3,5,2,8,4.740875,0.484160613,0.379237288,3.126109766
symphony,6.58,1,5,6,8,4.37,-1.515839387,0.379237288,7.126109766
symptoms,3.76,4,6,2,8,4.7415,1.484160613,1.379237288,3.126109766
synagogue,5.52,6,7,-1,9,5.579333333,3.484160613,2.379237288,0.126109766
syndrome,3.36,4,6,0,8,5.988125,1.484160613,1.379237288,1.126109766
synthesis,5.7,6,7,-1,9,6.946888889,3.484160613,2.379237288,0.126109766
syracuse,4.98,4,7,-4,8,5.878,1.484160613,2.379237288,-2.873890234
system,5.3,3,5,-2,6,6.465333333,0.484160613,0.379237288,-0.873890234
systematic,5.56,6,9,-4,10,6.5763,3.484160613,4.379237288,-2.873890234
systems,5.22,4,6,-3,7,6.445571429,1.484160613,1.379237288,-1.873890234
t,4.84,0,0,-1,1,9.056,-2.515839387,-4.620762712,0.126109766
ta,4.76,0,1,-2,2,8.6115,-2.515839387,-3.620762712,-0.873890234
table,5.32,2,4,-3,5,7.0884,-0.515839387,-0.620762712,-1.873890234
tables,5.42,2,5,-4,6,6.9615,-0.515839387,0.379237288,-2.873890234
tablet,5.1,2,5,-4,6,7.416333333,-0.515839387,0.379237288,-2.873890234
tackle,4.94,2,5,-2,6,6.250666667,-0.515839387,0.379237288,-0.873890234
taco,6.2,1,3,-2,4,6.878,-1.515839387,-1.620762712,-0.873890234
tacos,6.56,2,4,-3,5,6.7678,-0.515839387,-0.620762712,-1.873890234
tactics,5.3,2,6,-5,7,6.448,-0.515839387,1.379237288,-3.873890234
tag,5.08,0,2,-3,3,6.412666667,-2.515839387,-2.620762712,-1.873890234
tail,5.67,1,3,0,4,7.0535,-1.515839387,-1.620762712,1.126109766
taiwan,5.36,3,5,-2,6,6.910833333,0.484160613,0.379237288,-0.873890234
tak,5.14,1,2,-1,3,5.998333333,-1.515839387,-2.620762712,0.126109766
take,5.18,2,3,-2,4,7.67425,-0.515839387,-1.620762712,-0.873890234
taken,4.28,3,4,-1,5,7.4892,0.484160613,-0.620762712,0.126109766
takeover,4.1,4,7,-4,8,7.233875,1.484160613,2.379237288,-2.873890234
takes,5.04,2,4,-3,5,7.4048,-0.515839387,-0.620762712,-1.873890234
takin,4.94,1,3,1,5,6.342,-1.515839387,-1.620762712,2.126109766
taking,5.32,2,4,0,6,5.620833333,-0.515839387,-0.620762712,1.126109766
tal,5.22,1,2,-1,3,7.082666667,-1.515839387,-2.620762712,0.126109766
